"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
21265,"Maqbool",False,0,"hi",1.0,"2003-01-01","Macbeth meets the Godfather in present-day Bombay. The Scottish tragedy set in the contemporary underworld of India's commercial capital; two corrupt, fortune telling policemen take the roles of the weird sisters, and ""Duncan"" is Abbaji, the head of a crime family.",0.0,132.0,"Irrfan Khan","Tabu","Naseeruddin Shah","Om Puri","Pankaj Kapur","Vishal Bhardwaj","Vishal Bhardwaj","Abbas Tyrewala",""
1368,"First Blood",False,15000000,"en",26.0,"1982-10-22","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",125212904.0,93.0,"Sylvester Stallone","Richard Crenna","Brian Dennehy","Bill McKinney","Jack Starrett","Ted Kotcheff","Michael Kozoll","William Sackheim","David Morrell"
196750,"Ghost in the Shell Arise - Border 1: Ghost Pain",False,0,"ja",6.0,"2013-06-22","The story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down.  During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg, wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.",0.0,58.0,"Maaya Sakamoto","Ikkyuu Juku","Kenichirou Matsuda","Kazuya Nakai","Shunsuke Sakuya","Masahiko Murata","Tow Ubukata","",""
119586,"Vampire Hookers",False,0,"en",1.0,"1978-07-01","This horror film revolves around a sinister vampire (John Carradine) who sends out a horde of undead beauties to bring back victims for his dinner.",0.0,88.0,"John Carradine","Bruce Fairbairn","Trey Wilson","Lenka Novak","Karen Stride","Cirio H. Santiago","Howard R. Cohen","",""
111570,"It's in the Bag!",False,0,"en",1.0,"1945-04-21","The ringmaster of a flea circus inherits a fortune...if he can find which chair it's hidden in.",0.0,87.0,"Fred Allen","Jack Benny","Don Ameche","William Bendix","Victor Moore","Richard Wallace","Alma Reville","Jay Dratler",""
27759,"55 Days at Peking",False,17000000,"en",5.0,"1963-05-06","Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",10000000.0,154.0,"Charlton Heston","Ava Gardner","David Niven","Burt Kwouk","Flora Robson","Nicholas Ray","Bernard Gordon","Philip Yordan",""
38166,"The Stranger",False,0,"en",2.0,"2010-06-01","Pro wrestling legend Steve Austin stars as a man with no name, no memory and absolutely nothing left to lose. But when he finds himself hunted by both the FBI and the Russian mob, this amnesiac decides to fight back. Pursuit cannot stop him. Torture will not break him. And with every beating, bullet and betrayal, he’ll remember another piece of the horror that took away his career, his family and his identity. Now the puzzle is nearly complete, and one man is about to take back his past…by ending a whole lot of futures. Erica Cerra (“Eureka”) and Adam Beach (Flags of Our Fathers) star in this explosive action-thriller about collateral damage, stone cold vengeance, and a double-crossed killing machine known only as The Stranger",0.0,91.0,"Steve Austin","Adam Beach","John Tench","Geoff Gustafson","G. Michael Gray","Robert Lieberman","","",""
129579,"Arizona Colt Returns",False,0,"it",0.0,"1970-08-14","The rough and tough bounty hunter suddenly becomes the hunted when a $1,000 reward is put on his head for a stagecoach robbery he didn't commit in this action-packed sequel.",0.0,0.0,"Anthony Steffen","Marcella Michelangeli","Aldo Sambrell","Rosalba Neri","Roberto Camardiel","Sergio Martino","Joaquín Luis Romero Marchent","",""
57308,"P.R.O.F.S",False,0,"fr",0.0,"1985-09-18","A clique of four young teachers at a high school looks critically at their colleagues. To avoid falling in the same routine, they bring new ideas into the school lessons and play little games and pranks in their spare time -- sometimes get even more childish than their pupils. When they get opposition from the other teachers, they play tricks to get rid of them.",0.0,0.0,"Patrick Bruel","Fabrice Luchini","Laurent Gamelon","Christophe Bourseiller","","Patrick Schulmann","","",""
68340,"Doctor at Large",False,0,"en",0.0,"1957-03-26","The third of the ""Doctor"" films. Newly qualified doctor Simon Sparrow goes in search of a job. He applies for a surgery position at the hospital where he studied, but manages to insult the senior surgeon and one of the hospital's governors. So, instead he ends up as assistant to with a niggardly and rather scary GP with an amerous wife, followed by cushy but rather unmedical job with a Harley Street doctor, and then a job with a very nice GP whp is the opposite to the first one. But after getting the chance to rescue the hospital governor from a group of angry ladies at a resort in France, he finally lands a job at his beloved hosdpital.",0.0,104.0,"Dirk Bogarde","Muriel Pavlow","Donald Sinden","James Robertson Justice","Shirley Eaton","Ralph Thomas","Nicholas Phipps","",""
944,"Lethal Weapon 4",False,140000000,"en",26.0,"1998-07-10","In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",285444603.0,127.0,"Mel Gibson","Danny Glover","Joe Pesci","Rene Russo","Jet Li","Richard Donner","Channing Gibson","",""
56544,"The Law Is the Law",False,0,"en",1.0,"1958-09-17","Assola is an imaginary village on the border between Italy and France and the borderline crosses the village itself. The French customs agent Ferdinand is always trying to catch the Italian smuggler Giuseppe. Giuseppe discovers that Ferdinand was actually born in Italy and therefore he can't be a French customs agent.",0.0,97.0,"Fernandel","Totò","René Génin","Henri Arius","Albert Dinan","Christian-Jaque","","",""
40799,"West of the Divide",False,0,"en",7.0,"1934-02-15","Ted Hayden impersonates a wanted man and joins Gentry's gang only to learn later that Gentry was the one who killed his father.",0.0,54.0,"John Wayne","Virginia Brown Faire","George 'Gabby' Hayes","Lloyd Whitlock","Yakima Canutt","Robert N. Bradbury","","",""
34421,"The Perfect Weapon",False,10000000,"en",2.0,"1991-03-15","Jeff, a young delinquent, is enrolled by his father in a kenpo school, in the hopes of teaching the boy some self-discipline. Years later, Jeff's mentor, Kim, is being threatened by one of the Korean mafia families. Jeff tries to help his old friend, but is too late to prevent Kim's death at the hands of an unknown hitman. Vowing revenge, Jeff takes on all of the families, using his martial arts skills to find the man who killed his friend.",14061361.0,87.0,"Jeff Speakman","John Dye","Mako","James Hong","Mariska Hargitay","Mark DiSalle","","",""
17689,"The Gauntlet",False,5500000,"en",11.0,"1977-12-21","Phoenix cop Ben Shockley is well on his way to becoming a derelict when he is assigned to transport a witness named Gus Mally from Vegas. Mally turns out to be a belligerent prostitute with mob ties and incriminating information regarding a high-placed figure.",26414658.0,109.0,"Clint Eastwood","Sondra Locke","Pat Hingle","William Prince","Bill McKinney","Clint Eastwood","","",""
12110,"Dracula: Dead and Loving It",False,0,"en",9.0,"1995-12-22","When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count.",0.0,88.0,"Leslie Nielsen","Mel Brooks","Amy Yasbeck","Peter MacNicol","Lysette Anthony","Mel Brooks","Mel Brooks","Rudy De Luca",""
42358,"Cold Sweat",False,0,"en",4.0,"1970-12-18","During the Korean War, Joe Moran, is convicted for striking a colonel. Imprisoned in Germany he encounters his former company commander Captain Ross, jailed for black marketeering. Together with Ross' cohorts Joe agrees to escape with them, but things go wrong and a policeman is killed. An appalled Joe escapes by himself, abandoning the others, who are recaptured. Years later Joe has a boat rental business where he is found by Ross. Now a wanted drug smuggler he wants the use of Joe's boats and to ensure his cooperation, they kidnap his wife and daughter.",0.0,94.0,"Charles Bronson","Liv Ullmann","James Mason","Jill Ireland","Michel Constantin","Terence Young","","",""
11038,"Tough Guys",False,0,"en",5.0,"1986-10-03","Harry Doyle (Lancaster) and Archie Lang (Douglas) are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. Harry and Archie realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt. Archie, who spent his prison time pumping himself up, easily picks up a 20-year-old aerobics instructor. Harry, on the other hand, has to waste away his days in a nursing home. They both have festering resentments -- Archie for having to endure a humiliating job as a busboy; Harry for having to endure patronizing attitudes toward senior citizens. The two old pals finally go back to what they know best. After successfully robbing an armored car, they decide to rob the same train that they robbed thirty years ago.",0.0,104.0,"Burt Lancaster","Kirk Douglas","Charles Durning","Alexis Smith","Dana Carvey","Jeff Kanew","Jim Cruickshank","James Orr",""
112705,"The Luck of the Irish",False,0,"en",0.0,"1948-09-15","Following American reporter Stephen Fitzgerald from Ireland to New York, a grateful leprechaun acts as the newsman's servant and conscience.",0.0,99.0,"Tyrone Power","Anne Baxter","Cecil Kellaway","Lee J. Cobb","James Todd","Henry Koster","Philip Dunne","",""
36796,"American Samurai",False,0,"en",2.0,"1992-01-01","When a father passes on the traditional family sword to one of his two adopted sons, the other--in a fit of jealous rage--joins a yakuza drug smuggling mob. When the other son decides to find him and set things straight, things don't seem to go as smoothly as he planned, and a misunderstanding leads the stepbrothers into a Turkish arena to battle swordsmen from around the world.",0.0,94.0,"David Bradley","Mark Dacascos","Rex Ryon","Valarie Trapp","John Fujioka","Sam Firstenberg","John Corcoran","",""
418990,"Kyle Kinane: Loose in Chicago",False,0,"en",0.0,"2016-10-15","In his third one-hour special, Kyle Kinane talks about why his girlfriend doesn’t need to worry about him cheating, reveals the whitest thing he’s ever said, and explains why you have to keep fashion in mind if you insist on carrying a gun.",0.0,50.0,"Kyle Kinane","","","","","Marcus Raboy","","",""
45397,"My Left Eye Sees Ghosts",False,0,"cn",1.0,"2002-01-01","A car accident gives a spoiled, troubled young woman the ability to see ghosts, including one of a former classmate.",0.0,97.0,"Sammi Cheng","Lau Ching-Wan","Cherrie Ying","Lee San-San","Lam Suet","Johnnie To","","",""
333348,"Love the Coopers",False,17000000,"en",10.0,"2015-11-12","When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",42426912.0,107.0,"Steve Martin","Diane Keaton","John Goodman","Alan Arkin","Olivia Wilde","Jessie Nelson","Steven Rogers","",""
48609,"A Fine Mess",False,0,"en",1.0,"1986-08-08","Two friends an actor and a chef discover a plot to fix a horse race and try to capitalize on it. But also have to deal with the two men who fixed it who are trying to silence them. And there's also the mob boss whom the two guys work for who planned the fixing thing whose wife is having an affair with the actor.",6029824.0,90.0,"Ted Danson","Howie Mandel","Richard Mulligan","Stuart Margolin","Jennifer Edwards","Blake Edwards","","",""
281124,"Screen Directors Playhouse:  Meet the Governor",False,0,"en",0.0,"1955-10-05","A backwoods lawyer's race for the governor's office is thwarted by mainstream opponents who dig up dirt from his past.",0.0,30.0,"Herb Shriner","Barbara Hale","Bobby Clark","Paul Harvey","Hayden Rorke","Leo McCarey","","",""
22408,"Rage at Dawn",False,0,"en",0.0,"1955-03-26","In this film's version of the story, four of the Reno Brothers are corrupt robbers and killers while a fifth, Clint (Denver Pyle) is a respected Indiana farmer. A sister, Laura (Mala Powers), who has inherited the family home, serves the outlaw brothers as a housekeeper and cook. One brother is killed when they go after a bank, the men of the town appear to have been waiting for them…",0.0,87.0,"Randolph Scott","Forrest Tucker","Mala Powers","J. Carrol Naish","Edgar Buchanan","Tim Whelan","Horace McCoy","",""
15797,"Only the Strong",False,6000000,"en",14.0,"1993-08-27","Former Green Beret Louis Stevens returns to his hometown of Miami after completing military service in Brazil, only to learn that his old high school has become a haven for gangs and drug dealers. After Stevens uses his capoeira skills to kick several drug dealers off of the school property, Kerrigan, one of Stevens' old teachers, sees the impact that Stevens has on the students. Kerrigan gives him the task of teaching Capoeira to a handful of the worst at-risk students at the school.",3283371.0,99.0,"Mark Dacascos","Geoffrey Lewis","Stacey Travis","Paco Christian Prieto","Todd Susman","Sheldon Lettich","","",""
44250,"Cruel World",False,2000000,"en",0.0,"2005-09-01","Millions witnessed Philip Markham's public humiliation when he got dumped by Catherine, the beautiful star of a popular dating show, and now - several years and reality series later - he wants revenge. After taking Catherine captive, he lures nine unsuspecting co-eds to her luxurious mansion in the middle of nowhere, trapping the contestants in his own sick version of reality TV - where the challenges are bizarre, the danger is real and death is just a competition away.",16344.0,88.0,"Edward Furlong","Daniel Franzese","Andrew Keegan","Susan Ward","Sanoe Lake","Kelsey T. Howard","","",""
30863,"Mutant Aliens",False,0,"en",0.0,"2002-01-09","Mutant Aliens is a wildly humorous yet poignant story about an astronaut, his daughter, and 5 violent, yet sympathetic, alien creatures who seek revenge against a space industry baron.",0.0,81.0,"","","","","","Bill Plympton","","",""
12089,"The Tall Blond Man with One Black Shoe",False,0,"fr",7.0,"1972-12-06","Hapless orchestra player becomes an unwitting pawn of rival factions within the French secret service after he is chosen as a decoy by being identified as a super secret agent.",0.0,90.0,"Pierre Richard","Jean Rochefort","Bernard Blier","Paul Le Person","Mireille Darc","Yves Robert","Yves Robert","Francis Veber",""
64348,"Robotrix",False,0,"cn",1.0,"1991-05-31","A mad scientist transfers his mind to a wicked robot, which then embarks on a program of kidnaping, rape and murder, during which a female detective is killed. To fight the robot, the police woman's corpse is then made into a robotrix.",0.0,90.0,"Chikako Aoyama","Amy Yip","David Wu","Hui Hiu-Daan","Billy Chow","Jamie Luk Kim-Ming","","",""
9869,"Patriot Games",False,45000000,"en",20.0,"1992-06-04","When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",178051587.0,117.0,"Harrison Ford","Anne Archer","Patrick Bergin","Thora Birch","James Fox","Phillip Noyce","W. Peter Iliff","Donald Stewart",""
205908,"Recon 2020:  The Caprini Massacre",False,100000,"en",0.0,"2004-05-22","Soldiers land on Caprini and confront diabolical villains.",0.0,92.0,"","","","","","Christian Viel","Christian Viel","",""
88376,"Visit to a Small Planet",False,0,"en",0.0,"1960-01-01","The weirdest alien of the galaxy pays a visit to Earth...  Jerry Lewis is Kreton, a childish alien who, against his teacher's will leaves his planet to visit the Earth, and lands in the backyard of a famous television journalist who doesn't believe in U.F.O's and aliens. Wanting to study humans but not able to fully understand them, Kreton makes a mess out of it, generating a lot of comic situations. Written by Alessio Quirino",0.0,85.0,"Jerry Lewis","Joan Blackman","Earl Holliman","Fred Clark","","Norman Taurog","Henry Garson","Edmund Beloin",""
38364,"The Square Peg",False,0,"en",2.0,"1958-12-04","Norman Pitkin and Mr Grimsdale are council workmen mending the road outside an Army base when they come into conflict with the military. Shortly afterwards, they get drafted and fall into the clutches of the Sergeant they have just bested. They are sent to France to repair roads in front of the Allied advance but get captured. Pitkin takes advantage of a useful similarity to impersonate General Schreiber and manages to return a hero",0.0,89.0,"Norman Wisdom","Edward Chapman","Honor Blackman","Campbell Singer","Hattie Jacques","John Paddy Carstairs","Jack Davies","Norman Wisdom",""
57775,"Khottabych",False,0,"ru",2.0,"2006-08-10","Young programmer and hacker Gena meets Khottabych - a genie who can't quite understand today life realities after spending thousands of years in a lamp.",0.0,92.0,"Vladimir Tolokonnikov","Marius Jampolskis","Boris Shcherbakov","Liva Kruminya","Mila Lipner","Pyotr Tochilin","","",""
16407,"Dragon Lord",False,0,"cn",7.0,"1982-01-21","Dragon and his madcap pal Cowboy spend their days getting into mischief, frustrating the elders, chasing girls, and competing in the village sport. When Dragon overhears a fiendish plot by smugglers to sell China's national treasures overseas, the pair leap into action. Also, Cowboy's wealthy father is kidnapped by the villainous and lethal Big Boss, and the scene is set for a furious martial arts showdown.",0.0,86.0,"Jackie Chan","Paul Chang Chung","Michael Chan Wai-Man","Cheng Kang-Yeh","Corey Yuen Kwai","Jackie Chan","","",""
22323,"The Boys Next Door",False,0,"en",2.0,"1985-10-01","Roy and Bo leave their small town the weekend after graduation for a short road trip to LA. Soon, they find themselves lashing out and leaving a trial of bodies behind them. The violence escalates throughout.",0.0,91.0,"Charlie Sheen","Patti D'Arbanville","Christopher McDonald","Maxwell Caulfield","Moon Unit Zappa","Penelope Spheeris","","",""
258509,"Alvin and the Chipmunks: The Road Chip",False,0,"en",26.0,"2015-12-17","Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",233755553.0,92.0,"Jason Lee","Justin Long","Bella Thorne","Matthew Gray Gubler","Jesse McCartney","Walt Becker","Randi Mayem Singer","",""
31516,"On the Town",False,2111250,"en",6.0,"1949-12-08","Three sailors - Gabey, Chip and Ozzie - let loose on a 24-hour pass in New York and the Big Apple will never be the same! Gabey falls head over heels for ""Miss Turnstiles of the Month"" (he thinks she's a high society deb when she's really a 'cooch dancer at Coney Island); innocent Chip gets highjacked (literally) by a lady cab driver; and Ozzie becomes the object of interest of a gorgeous anthropologist who thinks he's the perfect example of a ""prehistoric man"". Wonderful music and terrific shots of New York at its best.",0.0,98.0,"Gene Kelly","Frank Sinatra","Jules Munshin","Vera-Ellen","Betty Garrett","Stanley Donen","","",""
150329,"The Dukes of Hazzard: Reunion!",False,0,"en",1.0,"1997-04-25","Mama Josephine Max wants to build a theme park in Hazzard, right on the Duke family farm! To stop her, Bo and Luke have to win a cross-country moonshine race. Because that's how things get settled in Hazzard.",0.0,90.0,"Tom Wopat","John Schneider","Catherine Bach","Denver Pyle","James Best","Lewis Teague","","",""
71320,"Breaking Point",False,0,"en",0.0,"1976-06-02","The Mafia tries to take revenge against a man who testified against them in court.",0.0,92.0,"Bo Svenson","Robert Culp","John Colicos","Belinda Montgomery","Linda Sorensen","Bob Clark","Roger Swaybill","",""
9995,"Turn It Up",False,0,"en",2.0,"2000-09-06","Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate studio time. To pay the bills, he and Gage run drugs for ""Mr. B."" Inside a week, Diamond's beloved mother dies suddenly, his father appears after an absence of 12 years and wants a relationship, and his girlfriend Kia tells him she's pregnant, asking him if he's ready to be a father. Gage steals $100,000 in a multiple-felony robbery so that Diamond can record a full album, not knowing it's Mr. B's money he's taken. B wants his money, Diamond wants his music, Tia wants an answer.",0.0,86.0,"Jason Statham","Vondie Curtis-Hall","Tamala Jones","John Ralston","Ja Rule","Robert Adetuyi","","",""
18128,"Chris Rock: Bring the Pain",False,0,"en",3.0,"1996-06-01","A true equal-opportunity offender, Chris Rock's brand of humor will make you think after you're done laughing.",0.0,58.0,"Chris Rock","","","","","Keith Truesdell","","",""
449503,"Kill 'em All",False,0,"en",9.0,"2017-05-08","After a massive shootout, a mysterious stranger (Van Damme) arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge. With enough twists and turns, KILL'EM ALL will keep you guessing until the final bullet is fired.",0.0,96.0,"Jean-Claude Van Damme","Peter Stormare","María Conchita Alonso","Autumn Reeser","Daniel Bernhardt","Peter Malota","","",""
44801,"Real Men",False,0,"en",2.0,"1987-09-25","Jim Belushi plays a super-competent secret agent on the trail of Russian thugs. John Ritter plays a milquetoast dad who gets mixed up in the caper. The story follows their adventures over the course of a week, in which Ritter develops some guts and Belushi gets in touch with his sensitive side.",0.0,85.0,"Jim Belushi","John Ritter","Barbara Barrie","Mark Herrier","Bill Morey","Dennis Feldman","","",""
262475,"G.I. Joe: The Revenge of Cobra",False,0,"en",0.0,"1984-09-10","Destro has created a Weather Dominator machine that can control the power of nature anywhere on earth. The G.I. Joe team stops Cobra Commander from using its destructive power, but during the battle, the machine is blown into three pieces and weather everywhere is thrown into chaos. G.I. Joe is in a race against time to recover the pieces first, so that they can stop the devastating weather and prevent Cobra from ruling the world!",0.0,150.0,"","","","","","","","",""
134463,"The Tree, the Mayor and the Mediatheque",False,0,"fr",0.0,"1993-02-10","The socialist mayor of a small village in France dreams of building an arts center but he runs up against some opposition.",0.0,105.0,"Pascal Greggory","Arielle Dombasle","Fabrice Luchini","Clémentine Amouroux","François-Marie Banier","Éric Rohmer","Éric Rohmer","",""
15581,"Who's Your Caddy?",False,0,"en",2.0,"2007-07-27","When ""street smart"" rapper Christopher ""C-Note"" Hawkins (Big Boi) applies for a membership to all-white Carolina Pines Country Club, the establishment's proprietors are hardly ready to oblige him.",0.0,93.0,"Mick Partridge","Big Boi","Sherri Shepherd","Lil Wayne","Andy Milonakis","Don Michael Paul","","",""
43786,"Wake Island",False,0,"en",1.0,"1942-08-11","In November 1941, Major Caton takes command of the small Marine garrison on Wake Island. His tendency toward spit and polish upsets the men's tropical lassitude, but Pearl Harbor changes everything. Soon the island is attacked and the Marines pull together day by day; but how long can they hold out?",0.0,87.0,"Brian Donlevy","Macdonald Carey","Robert Preston","William Bendix","Albert Dekker","John Farrow","","",""
118490,"Jedda",False,0,"en",0.0,"1955-05-05","An aboriginal girl is brought up by a white family that adopts her. As a young woman, she is mysteriously drawn to go ""Walkabout"" as people of her tribe have for hundreds of years.",0.0,101.0,"Ngarla Kunoth","Robert Tudawali","Betty Suttor","Paul Reynall","George Simpson-Lyttle","Charles Chauvel","","",""
10033,"Just Friends",False,0,"en",14.0,"2005-11-23","While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with – a woman whose rejection of him turned him into a ferocious womanizer.",50817508.0,96.0,"Ryan Reynolds","Amy Smart","Anna Faris","Chris Klein","Chris Marquette","Roger Kumble","","",""
237756,"Kill Me Three Times",False,0,"en",21.0,"2015-04-10","While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",0.0,90.0,"Simon Pegg","Teresa Palmer","Sullivan Stapleton","Alice Braga","Luke Hemsworth","Kriv Stenders","","",""
45988,"1066: The Battle for Middle Earth",False,0,"en",0.0,"2009-05-18","October 14th, 1066 is the most famous date in English history. It is the year of TWO invasions of England, and in which three huge and bloody pitched battles were fought",0.0,148.0,"Ian Holm","Mike Bailey","Francis Magee","Tim Plester","Katrine Bach","Justin Hardy","","",""
76399,"She Gods of Shark Reef",False,0,"en",0.0,"1958-08-01","Two brothers, one wanted for murder, are shipwrecked on an island inhabited by nubile young women who have amassed a valuable cache of pearls.",0.0,63.0,"Bill Cord","Don Durant","Lisa Montell","Jeanne Gerson","Carol Lindsay","Roger Corman","Robert Hill","Victor Stoloff",""
320892,"Kyle Kinane: I Liked His Old Stuff Better",False,0,"en",0.0,"2015-01-23","Filmed at the historic 40 Watt Club in Athens, Georgia, Kyle Kinane's new special delivers wonderfully grim anecdotes filtered through his own optimistic lens. In ""I Liked His Old Stuff Better"" Kinane chooses to marvel rather than rue such experiences as falling in the shower and receiving pickled eggs as a token of love. It is his second special for Comedy Central.",0.0,73.0,"Kyle Kinane","","","","","Lance Bangs","","",""
85050,"Agent Vinod",False,0,"hi",2.0,"2012-03-23","In Pakistan's Khyber Pakhtunkhua, RAW Agent Vinod (Saif Ali Khan) is rescued by colleague Rajan (Ravi Kishan) from a rogue Pakistani army officer (Shahbaz Khan). In Russia/Uzbekistan, an ex-KGB Officer is tortured and murdered. In Cape Town, a group of international business tycoons discusses a rumor that the dead KGB officer possessed a nuclear suitcase bomb. In Moscow, Rajan is exposed and shot dead while trying to send a Code Red message to India. In India, the head of RAW sees the incomplete message containing just number 242. Agent Vinod undertakes a globe-trotting secret mission to discover the reason why his colleague, Rajan, was murdered. A series of twists and turns take Vinod across the globe to Morocco and Latvia, Karachi to Delhi and finally London where he discovers the actual conspiracy.",0.0,157.0,"Saif Ali Khan","Kareena Kapoor","Adil Hussain","Gulshan Grover","Elena Kazan","Sriram Raghavan","","",""
18248,"The Foreigner",False,16700000,"en",7.0,"2003-06-01","This story is about a freelance agent (Seagal) who is the courier of a package from France to Germany. He soon finds that many people want to get their hands on it.",0.0,96.0,"Steven Seagal","Jeffrey Pierce","Max Ryan","Harry Van Gorkum","Anna-Louise Plowman","Michael Oblowitz","","",""
19989,"Aces 'N' Eights",False,0,"en",2.0,"2008-03-15","Already taking a gamble settling in the uncharted west, the peaceful settlers of a town destined for railroad greatness suddenly find themselves being ruthlessly gunned down. With no law and order to be found, justice falls onto the shoulders of an elderly rancher and an accomplished, but retired, gunslinger.",0.0,86.0,"Casper Van Dien","Bruce Boxleitner","Ernest Borgnine","Jeff Kober","Jack Noseworthy","Craig R. Baxley","","",""
343295,"Jeff Ross Roasts Criminals: Live at Brazos County Jail",False,0,"en",0.0,"2015-06-13","Jeff gives the most dangerous – and enlightening – roast of his life from behind the walls of the Brazos County Jail in Bryan, Texas. In this special he touches on topics surrounding incarceration such as race, solitary confinement and the death penalty.",0.0,51.0,"Jeffrey Ross","","","","","","","",""
6883,"Two-Minute Warning",False,0,"en",3.0,"1976-11-12","A psychotic sniper plans a massive killing spree in a Los Angeles football stadium during a major championship game. The police, led by Captain Peter Holly (Charlton Heston) and SWAT commander Sergeant Button (John Cassavetes), learn of the plot and rush to the scene. Still, they may be too late, as an all-star cast finds itself lined up in the sights of a gun-toting madman.",0.0,115.0,"Charlton Heston","John Cassavetes","Martin Balsam","Beau Bridges","Marilyn Hassett","Larry Peerce","Edward Hume","",""
17780,"A Kind of America 2",False,1500000,"hu",1.0,"2008-12-18","A lottónyereménynek hála, Tamás megcsinálhatta a filmjét, ami azonban a várakozásokkal ellentétben nagyot bukott. A három fiú egy képeslap révén Alex nyomára jut, aki most szabadult a dutyiból Amerikában és megint csak álnéven, egy színdarab jogait akarja megszerezni. A fiúk azt remélik, hogy megtalálják Alexet, megveszik előle a jogokat és végre visszaszerzik a hatvan milliójukat, amivel a férfi lelépett. Irány Amerika! Ám természetesen a dolgok megint nem az elképzelések szerint alakulnak. Végül Tamásra vár a feladat, hogy Budapesten rendezze meg a darabot.",0.0,110.0,"Tibor Szervét","Csaba Pindroch","Szabó Győző","Ferenc Hujber","Ónodi Eszter","Gábor Herendi","Gábor Herendi","Réka Divinyi",""
125300,"Hi-Life",False,0,"en",1.0,"1998-11-27","Jimmy needs $900 to clear a gambling debt but a series of lies leads to Ray trying to raise the cash from friend's who owe him money.",0.0,82.0,"Campbell Scott","Moira Kelly","Michelle Durning","Eric Stoltz","Peter Riegert","Roger Hedden","Roger Hedden","",""
6984,"Home Movies",False,0,"en",1.0,"1980-05-16","A cult guru urges a shy disciple to make life a movie and be its star.",0.0,90.0,"Nancy Allen","Mary Davenport","Kirk Douglas","Vincent Gardenia","Keith Gordon","Brian De Palma","Kim Ambler","Dana Edelman",""
123611,"Tokatçı",False,0,"tr",1.0,"1983-01-01","",0.0,0.0,"Kemal Sunal","Sevket Altug","Ali Şen","Ünal Gürel","","Natuk Baytan","","",""
22488,"Love's Abiding Joy",False,0,"en",2.0,"2006-10-06","The continued Westward journey of settlers Missie and Willie Lahaye. Their roots now firmly planted as they set up homestead in the far West, Missie begins to realize her passion for teaching as Willie cares for the couple's young daughter Kathy while expanding the family ranch with a little help from sons Jeff and Matthew. When the frontier railroad comes to town, the pleasure of a long-promised visit from Missie's father Clark is suddenly offset by the tragic death of young Kathy. As the untimely demise of their beloved daughter begins to drive an emotional wedge between Missie and Willie, the devastated father unexpectedly accepts an offer made by the powerful Samuel Doros to assume the role of town sheriff. Their faith shaken and their once close-knit bond suddenly torn asunder, Missie and Willie desperately attempt to bring their crumbling family back together as son Jeff faces a series of dangers while hopelessly falling for Doros' beautiful daughter Colette.",0.0,87.0,"Erin Cottrell","Logan Bartholomew","William Morgan Sheppard","James Tupper","Irene Bedard","Michael Landon Jr.","","",""
