"id","titulo","adulto","orcamento","idioma_original","popularidade","data_de_estreia","resumo","receita","duracao","ator_1","ator_2","ator_3","ator_4","ator_5","dirigido_por","escrito_por_1","escrito_por_2","historia_original"
249057,"Finding Christmas",False,0,"en",1.0,"2013-12-15","Single mother Ryan has just about given up on dating after her divorce, happily accepting her young son as the most important man in her life. That all changes when Ryan's brother Owen, also feeling unlucky in love after a bad breakup, swaps his home in their small North Carolina town with New York City adman Sean.",0.0,0.0,"Tricia Helfer","Mark Lutz","J.T. Hodges","Cristina Rosato","Christian Distefano","Harvey Crossland","","",""
17216,"Rx (Simple Lies)",False,0,"en",5.0,"2005-04-21","What is meant to be a weekend party across the border soon becomes a heartbreaking journey that tests the boundaries of companionship, romantic love and personal ethics.",0.0,89.0,"Eric Balfour","Colin Hanks","Lauren German","Danny Pino","Lulu Molina","Ariel Vromen","","",""
45232,"Eat My Dust",False,0,"en",1.0,"1976-04-01","Hoover Nielbold is a car-crazy teenager who, in order to impress the hottest girl in school, takes her for a ride in a souped-up race car owned by local racer Big Bubba Jones. Hoover's father Harry, who's also the local sheriff is furious at the situation and orders his bumbling deputies to go after him. With the Sheriff's office overflowing with concerned parents and citizens and his deputies failing to catch him. He enlists the help of Jones and fellow racers to capture him. It culminates in a thrilling car chase finale through the rural countryside.",0.0,89.0,"Ron Howard","Christopher Norris","Brad David","Kathy O'Dare","Clint Howard","Charles B. Griffith","","",""
9416,"Money Talks",False,0,"en",25.0,"1997-08-22","Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",0.0,97.0,"Chris Tucker","Charlie Sheen","Heather Locklear","Paul Sorvino","Elise Neal","Brett Ratner","Joel Cohen","Alec Sokolow",""
85613,"Kentucky Kernels",False,0,"en",0.0,"1934-11-02","The Great Elmer and Company, two out-of-work magicians, help lovelorn Jerry Bronson adopt Spanky Milford, to distract him. When Bronson makes up and elopes, the pair are stuck with the little boy. But Spanky inherits a Kentucky fortune, so they head south to Banesville, where the Milfords and Wakefields are conducting a bitter feud.",0.0,75.0,"Bert Wheeler","Robert Woolsey","Mary Carlisle","George 'Spanky' McFarland","Noah Beery","George Stevens","Bert Kalmar","Harry Ruby",""
40071,"Darlings!",False,0,"nl",1.0,"1984-02-08","A peaceful family-life is suddenly disturbed when the children enter puberty. The children take over the house and disrupt the lives of their parents.",0.0,101.0,"Geert De Jong","Akkemay","Frank Schaafsma","Pepijn Zomer","Olivier Zomer","Ruud van Hemert","","",""
89888,"Wyatt Earp's Revenge",False,0,"en",2.0,"2012-03-06","Wyatt Earp is approached by a journalist for an interview about how he became a famous sheriff. Earp told the story of how he was a fearless U.S. Marshall. If 27-year old Wyatt Earp comes out that his first girlfriend Dora Hand was murdered. Together with his friend Doc Holliday, Bat Masterson, Bill Tilghman and Charlie Bassett he goes hunting for the perpetrator ...",0.0,92.0,"Val Kilmer","Shawn Roberts","Matt Dallas","Daniel Booko","Scott Whyte","Michael Feifer","Darren Benjamin Shepherd","",""
38625,"Battle Under Orion",False,0,"ja",1.0,"2009-06-13","The story of a Japanese sub's last mission during WWII.",0.0,120.0,"Yoshikuni Dôchin","Mitsuru Fukikoshi","Mutsutoshi Furuhata","Fumio Itô","Masaya Kikawada","Tetsuo Shinohara","","",""
14013,"BASEketball",False,0,"en",18.0,"1998-07-28","Two losers from Milwaukee, Coop &amp; Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",7027290.0,103.0,"Trey Parker","Matt Stone","Yasmine Bleeth","Jenny McCarthy","Dian Bachar","David Zucker","David Zucker","Robert LoCash",""
31513,"Good News",False,0,"en",1.0,"1947-12-26","At fictitious Tait University in the Roaring 20's, co-ed and school librarian Connie Lane falls for football hero Tommy Marlowe. Unfortunately, he has his eye on gold-digging vamp Pat McClellan. Tommy's grades start to slip, which keeps him from playing in the big game. Connie eventually finds out Tommy really loves her and devises a plan to win him back and to get him back on the field.",0.0,93.0,"June Allyson","Peter Lawford","Patricia Marshall","Joan McCracken","Ray McDonald","Charles Walters","Adolph Green","Betty Comden",""
8835,"Legally Blonde",False,18000000,"en",23.0,"2001-07-13","Elle Woods has it all. She's the president of her sorority, a Hawaiian Tropic girl, Miss June in her campus calendar, and, above all, a natural blonde. She dates the cutest fraternity boy on campus and wants nothing more than to be Mrs. Warner Huntington III. But, there's just one thing stopping Warner from popping the question: Elle is too blonde.",141774679.0,96.0,"Reese Witherspoon","Luke Wilson","Selma Blair","Matthew Davis","Victor Garber","Robert Luketic","Kirsten Smith","Karen McCullah Lutz",""
28124,"Seems Like Old Times",False,0,"en",18.0,"1980-12-19","Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks.",43995918.0,102.0,"Chevy Chase","Goldie Hawn","Charles Grodin","Robert Guillaume","Harold Gould","Jay Sandrich","","",""
10205,"Cut",False,0,"en",2.0,"2000-02-23","A group of film students set out to finish filming a movie that was never completed after its director was murdered. After they begin filming, they realize they're in for a bit of trouble, not unlike the late director...",0.0,82.0,"Molly Ringwald","Frank Roberts","Kylie Minogue","Geoff Revell","Stephen Curry","Kimble Rendall","Dave Warner","",""
96132,"Three Tough Guys",False,0,"en",0.0,"1974-05-29","Isaac Hayes plays as Lee in his feature film debut, as Father Charlie and himself solve a bank robbery mystery that stretches across the city. After Lee is removed from the force due to $1,000,000 being stolen from the bank Father Charlie helps him to gain revenge for the loss of one of his friends.",0.0,92.0,"Lino Ventura","Isaac Hayes","Fred Williamson","Paula Kelly","William Berger","Duccio Tessari","","",""
38978,"Ned Kelly",False,0,"en",1.0,"1970-07-01","Unable to support his family in the Australian outback, a man turns to stealing horses in order to make money. He gets more deeply drawn into the outlaw life, and eventually becomes involved in murders. Based on the life of famed 19th-century Australian outlaw Ned Kelly.",0.0,99.0,"Mick Jagger","Clarissa Kaye-Mason","Mark McManus","Ken Goodlet","Frank Thring","Tony Richardson","","",""
267497,"UFO... annientare S.H.A.D.O. stop. Uccidete Straker...",False,0,"it",0.0,"1972-05-23","",0.0,"","Ed Bishop","Michael Billington","George Sewell","Peter Gordeno","","David Lane","","",""
80806,"Above and Beyond",False,0,"en",0.0,"1952-12-31","The story of Colonel Paul Tibbets, the pilot of the Enola Gay, the bomber that dropped the atomic bomb on Hiroshima. Although unaware of the full potential of this new weapon, he knows that it is capable of doing tremendously more damage than any other weapon used before, and that the death toll resulting from it will be enormous. He is reluctant to be the person who will end so many lives, but if using it may bring an end to the war, then not doing so may result in even more lives being lost in continued ground assaults as the fighting goes on. At the same time, the intense secrecy surrounding this mission leaves him with no one he can express his thoughts and doubts to, not even his wife. As time goes on, the pressure upon him only increase.",0.0,122.0,"Robert Taylor","Eleanor Parker","James Whitmore","Larry Keating","Larry Gates","Melvin Frank","","",""
15429,"Jimmy Carr: In Concert",False,0,"en",1.0,"2008-11-03","Britain's foremost multi award winning joke technician Jimmy Carr returns with his fourth live stand up DVD, Jimmy Carr In Concert.",0.0,87.0,"Jimmy Carr","","","","","Dominic Brigstocke","","",""
141643,"Ten Violent Women",False,0,"en",0.0,"1982-03-01","Eight women miners get fed up with their lifestyle and decide to try crime. After successfully pulling off a jewelry store robbery, they are busted by narcs when they try to buy cocaine. The eight get sent to a prison where a butch head guard uses the prisoners for her own deviant pleasures. Two of the women manage to escape and then get mixed up with a shah who had a scarab ring stolen in their jewelry heist.",0.0,95.0,"Sherri Vernon","Dixie Lauren","Sally Alice Gamble","Georgia Morgan","Jane Farnsworth","Ted V. Mikels","","",""
18901,"The Pinchcliffe Grand Prix",False,0,"no",4.0,"1975-08-28","100 miles north, a bit east and up, is Flåklypa... home of bicycle repairman Reodor Felgen and his two assistants - Solan Gundersen, morning bird and natural born optimist, and Ludvig who is a true pessimist. Sponsored by oil sheik Ben Redic Fy Fazan, they build the car ""Il Tempo Gigante"" and the race of the decade is a fact.",0.0,88.0,"Frank Robert","Kari Simonsen","Toralv Maurstad","Rolf Just Nilsen","Rolf Just Nilsen","Ivo Caprino","Ivo Caprino","Kjell Aukrust",""
22672,"Sharpshooter",False,0,"en",17.0,"2007-10-11","An assassin working for the CIA decides to take one final job before quitting only to find out that he is the target of his CIA boss.",0.0,89.0,"James Remar","Mario Van Peebles","Catherine Mary Stewart","Bruce Boxleitner","Al Sapienza","Armand Mastroianni","","",""
23945,"Carpool",False,17000000,"en",6.0,"1996-08-23","A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner.",0.0,89.0,"Tom Arnold","David Paymer","Rhea Perlman","Rod Steiger","Kim Coates","Arthur Hiller","Don Rhymer","",""
30296,"The Malibu Bikini Shop",False,0,"en",1.0,"1986-11-01","After inheriting a failing bikini shop, two recent grads decide to make a go of it. One, in the hopes of building it into a successful business, the other, in the hopes of getting to look at lots of women in (and out) of swimsuits. As they try more and more outrageous ways of drumming up business, their antics begin attracting some unwanted attention. Written by Jean-Marc Rocher",0.0,99.0,"Michael David Wright","Bruce Greenwood","Amanda Horan Kennedy","Debra Blee","Jay Robinson","David Wechter","","",""
8987,"The River Wild",False,45000000,"en",19.0,"1994-09-30","While on a family vacation,  rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.",0.0,111.0,"Meryl Streep","David Strathairn","Kevin Bacon","Benjamin Bratt","John C. Reilly","Curtis Hanson","Denis O'Neill","",""
8536,"Superman II",False,54000000,"en",18.0,"1980-12-04","Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by Gen. Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",190458706.0,127.0,"Gene Hackman","Christopher Reeve","Ned Beatty","Jackie Cooper","Sarah Douglas","Richard Lester","Mario Puzo","David Newman",""
61095,"The Turning Point",False,0,"en",1.0,"1952-11-15","Special prosecutor John Conroy hopes to combat organized crime in his city, and appoints his cop father Matt as chief investigator. John doesn't understand why Matt is reluctant, but cynical reporter Jerry McKibbon thinks he knows: he's seen Matt with mob lieutenant Harrigan. Jerry's friendship for John is tested by the question of what to do about Matt, and by his attraction to John's girl Amanda. Meanwhile, the threatened racketeers adopt increasingly violent means of defense.",0.0,85.0,"William Holden","Edmond O'Brien","Alexis Smith","Tom Tully","Ed Begley","William Dieterle","","",""
23527,"First Squad: The Moment of Truth",False,0,"ru",3.0,"2009-05-13","Set during the opening days of World War II on the Eastern Front. Its main cast are a group of Soviet teenagers with extraordinary abilities; the teenagers have been drafted to form a special unit to fight the invading German army. They are opposed by a Schutzstaffel officer who is attempting to raise from the dead a supernatural army of crusaders from the 12th-century Order of the Sacred Cross.",0.0,73.0,"Sergei Aisman","Michael Beskorovainy","Елена Чебатуркина","Дамир Эльдаров","Olga Golovanova","Yoshiharu Ashino","Aljosha Klimov","Misha Shprits",""
204755,"Fuse, Memoirs of the Hunter Girl",False,0,"ja",2.0,"2012-10-20","In Kyokutei Bakin's classic Japanese epic novel Nansou Satomi Hakkenden, eight samurai serve the Satomi clan during Japan's tumultuous Sengoku (Warring States) era. The Edo-era samurai are the reincarnations of the spirits that Princess Fuse mothered with a dog named Yatsufusa. In Fuse Gansaku: Satomi Hakkenden, the female hunter Hamaji comes to her brother in order to hunt Fuse. Thus, the karmic cycle of retribution that began long ago with the Satomi family begins anew.  Fuse were hybrid creatures of humans and dogs in the Edo period. As there were rumors saying that they killed humans and ate their souls, the Shogun Government offered high bounty for hunting them.  Hamaji was a young female huntress living in the rural part of Mutsu while her brother Dousetsu was living in Edo. The story began as Hamaji went to Edo in order to help his brother to earn some bounty. But in Edo, she met a mysterious young men being chased by others. His name was Shino ...",0.0,110.0,"Minako Kotobuki","Mamoru Miyano","Miyamoto Kanako","Katsuyuki Konishi","Maaya Sakamoto","Masayuki Miyaji","Ichiro Okouchi","","Kazuki Sakuraba"
1845,"2 Days in Paris",False,0,"en",12.0,"2007-02-09","Adam Goldberg delivers ""an uproarious study in transatlantic culture panic"" as Jack, an anxious, hypochondriac-prone New Yorker vacationing throughout Europe with his breezy, free-spirited Parisian girlfriend, Marion. But when they make a two-day stop in Marion's hometown, the couple's romantic trip takes a turn as Jack is exposed to Marion's sexually perverse and emotionally unstable family.",19776159.0,96.0,"Julie Delpy","Adam Goldberg","Daniel Brühl","Adan Jodorowsky","Alexandre Nahon","Julie Delpy","Julie Delpy","",""
70874,"Do Not Leave...",False,0,"ru",0.0,"1989-12-06","A fairytale about the Princess, the Musician, the Chancellor and a blue rose which forces everyone to tell the truth.",0.0,140.0,"Vyacheslav Nevinnyy","Lidiya Fedoseyeva-Shukshina","Albert Filozov","Varvara Vladimirova","Regīna Razuma","Leonid Nechayev","","",""
88042,"Parental Guidance",False,25000000,"en",21.0,"2012-12-25","Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.",119772232.0,104.0,"Billy Crystal","Bette Midler","Marisa Tomei","Tom Everett Scott","Bailee Madison","Andy Fickman","","",""
36164,"Crazy Waiting",False,0,"ko",1.0,"2008-01-01","""Crazy Waiting"" follows four different couples as they deal with the separation caused by the men serving their mandatory military duties.",0.0,108.0,"Jang Keun-suk","Jang Hee-jin","Danny Ahn","Yoo In-young","Kim San-Ho","Ryoo Seung-jin","","",""
188927,"Star Trek Beyond",False,185000000,"en",37.0,"2016-07-07","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",343471816.0,122.0,"Chris Pine","Zachary Quinto","Karl Urban","Zoe Saldana","Simon Pegg","Justin Lin","Simon Pegg","Doug Jung",""
11942,"Bring Me the Head of Alfredo Garcia",False,1500000,"en",7.0,"1974-08-14","An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.",0.0,112.0,"Warren Oates","Isela Vega","Robert Webber","Gig Young","Helmut Dantine","Sam Peckinpah","Sam Peckinpah","Gordon T. Dawson",""
18065,"Next Day Air",False,0,"en",4.0,"2009-02-06","Two inept criminals are mistakenly delivered a package of cocaine and think they've hit the jackpot, triggering a series of events that changes ten people's lives forever.",0.0,84.0,"Donald Faison","Mike Epps","Wood Harris","Omari Hardwick","Yasiin Bey","Benny Boom","","",""
70259,"The Fortune",False,0,"en",2.0,"1975-05-20","Two bumbling hustlers in the 1920s attempt to gain the fortune of an heiress. Nothing will stop them . Not even murder.",0.0,88.0,"Stockard Channing","Jack Nicholson","Warren Beatty","Ian Wolfe","Rose Michtom","Mike Nichols","","",""
9389,"Renaissance",False,18000000,"fr",17.0,"2006-03-16","To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",1831348.0,105.0,"Daniel Craig","Catherine McCormack","Romola Garai","Jonathan Pryce","Ian Holm","Christian Volckman","Alexandre de La Patellière","",""
69787,"Sharpe's Eagle",False,0,"en",3.0,"1993-05-12","Sharpe is a Captain saddled with the South Essex, a battalion run by incompetents and filled with soldiers who have never been in battle. When the South Essex loses its colours (its regimental flag), Sharpe vows to save the honor of the regiment by capturing a French Imperial standard: an eagle.",0.0,98.0,"Sean Bean","Brian Cox","Daragh O'Malley","Assumpta Serna","Michael Cochrane","Tom Clegg","Eoghan Harris","",""
33733,"One More Time",False,0,"en",0.0,"1970-05-01","London nightclub buddies Salt (Sammy Davis Jr.) and Pepper (Peter Lawford) link Pepper's dead twin to diamond smugglers.",0.0,92.0,"Sammy Davis, Jr.","Peter Lawford","John Wood","Dudley Sutton","Maggie Wright","Jerry Lewis","Michael Pertwee","",""
212622,"Don't Drink the Water",False,0,"en",0.0,"1969-11-11","The Hollander family's European vacation is interrupted when their plane is forced to land in Vulgaria. The Hollanders leave the plane to take pictures which results in accusations of spying. Chased by Vulgarian soldiers, they take refuge in the American Embassy under the protection of the absent ambassador's hapless son.",0.0,100.0,"Jackie Gleason","Estelle Parsons","Ted Bessell","Howard St. John","Joan Delaney","Howard Morris","Woody Allen","R.S. Allen",""
17174,"The Neighbor",False,0,"en",4.0,"2008-11-28","A businessman (Modine) watches as his life begins to unravel after learning his ex-wife is going to marry his best friend. A distracting battle of wills with a real estate developer, however, might just be the thing that turns his life around.",0.0,98.0,"Matthew Modine","Michèle Laroque","Katie Walder","Richard Kind","Danielle Bisutti","Eddie O'Flaherty","","",""
181537,"The Late George Apley",False,0,"en",0.0,"1947-03-19","George and Catherine Apley of Boston lead a proper life in the proper social circle, as did the Apleys before them. When grown daughter Eleanor falls in love with Howard (from New York!), and son John with Myrtle (from Worcester!), the ordered life of the Apley home on Beacon Street is threatened, as is the hoped-for union of John and Apley-cousin Agnes.",0.0,93.0,"Ronald Colman","Peggy Cummins","Vanessa Brown","Mildred Natwick","Richard Haydn","Joseph L. Mankiewicz","","",""
23531,"Whipped",False,3000000,"en",1.0,"2000-09-01","Three to one may sound like fairly good odds, but it depends on the game. When the ""one"" is one very irresistible woman and the ""three"" are three hopelessly smitten guys, the deck is pretty stacked. In the battle of the sexes, the first rule is to never underestimate the power of a woman.",0.0,82.0,"Amanda Peet","Brian Van Holt","Jonathan Abrahams","Zorie Barber","Judah Domke","Peter M. Cohen","","",""
55863,"On the Double",False,0,"en",2.0,"1961-05-19","American GI Ernie Williams, admittedly weak-kneed, has an uncanny resemblance to British Colonel MacKenzie. Williams, also a master of imitation and disguise, is asked to impersonate the Colonel, ostensibly to allow the Colonel to make a secret trip East. What Williams is not told is that the Colonel has recently been a target of assassins. After the Colonel's plane goes down, the plan changes and Williams maintains the disguise to confuse the Nazis about D-Day.",0.0,92.0,"Danny Kaye","Dana Wynter","Wilfrid Hyde-White","Margaret Rutherford","Diana Dors","Melville Shavelson","","",""
71768,"The Guns Of Fort Petticoat",False,0,"en",2.0,"1957-04-01","Opposing his commanding officer's decision to attack a group of innocent Indians and wipe them out, Lt. Frank Hewitt leaves his post and heads home to Texas. He knows that the attack will send all of the tribes on the warpath and he wants to forewarn everyone. He gets a chilly reception back home however. With most of the men away having enlisted in the Confederate army Frank, a Union officer, is seen by the local women as a traitor. He convinces them of the danger that lies ahead and trains them to repel the attack that will eventually come.",0.0,82.0,"Audie Murphy","Kathryn Grant","Patricia Tiernan","Ray Teal","Jeanette Nolan","George Marshall","Walter Doniger","",""
62071,"The Flying Guillotine",False,0,"zh",2.0,"1975-02-18","The Emperor's armies have developed a new weapon: a thrown blade that can remove someone's head from long distance. As the paranoid Emperor begins decapitating anyone he fears might be a threat, his guard Mau Tang becomes disillusioned with the excesses of his master. He leaves his post and takes up the quiet life of farming and raising a family. Eventually, though, his past catches up with him, and he must find a way to fight the flying guillotine if he is to save his head.",0.0,111.0,"Chen Kuan-Tai","Ku Feng","Wai Wang","Kong Yeung","Lau Ng-Kei","Ho Meng-Hua","","",""
210842,"WNUF Halloween Special",False,0,"en",0.0,"2013-10-23","Originally broadcast live on October 31, 1987, the ""WNUF Halloween Special"" is a stunning expose of terrifying supernatural activity that unfolded at the infamous Webber House, the site of ghastly murders.  Local television personality Frank Stewart leads a group of paranormal investigators including Catholic exorcist, Father Joseph Matheson and the prolific husband-and-wife team Louis and Claire Berger. Together, the experts explore the darkest corners of the supposedly haunted Webber House, trying to prove the existence of the demonic entities within.  Did they find the horrific truth or simply put superstitious rumors to rest?  Compiled from the highest quality source material available, this trailer is for the first official release the program has received since its initial broadcast.",0.0,83.0,"Paul Fahrenkopf","Patricia Mizen","","","","Chris LaMartina","","",""
257200,"The Conquerors",False,0,"fr",0.0,"2013-09-25","Half-brothers Galaad and Noé first meet at their father's funeral. They have little in common, apart from an equal share of personal failures. Convinced that the evil eye has been dogging them ever since their father stole a sacred relic, Galaad convinces Noé to act. Suddenly adventurers, the two men set out in search of the stolen object, and in search of the chance that has shunned them until now.",0.0,96.0,"Mathieu Demy","Denis Podalydès","Christian Crahay","Michel Dubois","Julie Kapour","Xabi Molia","","",""
405040,"Warkop DKI Reborn: Jangkrik Boss! Part 1",False,0,"id",1.0,"2016-10-08","Dono, Kasino and Indro return to action in the middle of the hustle and bustle of Jakarta. They once again serve as a private organization personnel named CHIIPS (Great Ways of Me-too Social Mitigation). Although they eagerly carry out their duties to serve the community, the chaos always arise as a result of their ridiculous action. These of course make them the butt of many sides, including their Boss. Finally, the Boss brings Sophie, professional beautiful CHIIPS personnel from France to help new task of arresting the robbers.",0.0,95.0,"Vino G. Bastian","Abimana Aryasatya","Tora Sudiro","Hannah Al Rashid","Ence Bagus","Anggy Umbara","","",""
42205,"Good Guys Wear Black",False,1000000,"en",4.0,"1978-06-01","The former leader of a commando rescue attempt into Vietnam tries to discover why his squad members are being murdered, one-by-one, after the war is over.",18300000.0,95.0,"Chuck Norris","Anne Archer","Lloyd Haynes","James Franciscus","Dana Andrews","Ted Post","Mark Medoff","Bruce Cohn",""
69599,"Long Arm of the Law",False,0,"cn",1.0,"1984-07-11","An ultra-violent and ultra-gritty tale of desperate Chinese would-be jewel thieves hoping to make a quick, effortless score in Hong Kong. Naturally, things go afoul, and the gang must hide out until the heat dies down, besmirched with the blood of an undercover cop. A progenitor of sorts of both ""City on Fire"" and ""Reservoir Dogs,"" but lacking the romantic melodrama of the former and the hipster staginess of the latter. Winner of Hong Kong Film Awards for both Best Film and Best Director. Spawned a franchise with three sequels.",0.0,100.0,"Lam Wai","Tommy Wong Kwong-Leung","Ben Lam","Chan Ging","Shum Wai","Johnny Mak","","",""
15788,"The Bellboy",False,900000,"en",5.0,"1960-07-20","Stanley is a bellboy at the Fountainbleau Hotel in Miami Beach. It is there that he performs his duties quietly and without a word to anyone. All that he displays are facial expressions and a comedic slapstick style. And anything that can go wrong - does go wrong when Stanley is involved. Then one day, Jerry Lewis, big star, arrives at the hotel and some of the staff notice the striking resemblanc",10000000.0,72.0,"Jerry Lewis","Alex Gerry","Milton Berle","Bob Clayton","Sonnie Sands","Jerry Lewis","","",""
62425,"Talking Funny",False,0,"en",2.0,"2011-04-22","What does it mean to be a successful comedian? How far can the boundaries of taste be pushed to get a laugh? Four top comics, Ricky Gervais, Louis C.K., Jerry Seinfeld and Chris Rock, discuss and debate their craft.",0.0,50.0,"Jerry Seinfeld","Louis C.K.","Chris Rock","Ricky Gervais","","John Moffitt","","",""
25768,"Steamboat Bill, Jr.",False,0,"en",13.0,"1928-02-14","The just out of college effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was little.",0.0,70.0,"Buster Keaton","Ernest Torrence","Tom McGuire","Marion Byron","Tom Lewis","Buster Keaton","","",""
203119,"Open Season",False,0,"en",0.0,"1996-05-03","When the television ratings machines suddenly malfunction, public television suddenly, but mistakenly, soars to #1 in this humorous satire.",0.0,97.0,"Robert Wuhl","Tom Selleck","Joe Piscopo","Dina Merrill","Catherine Kellner","Robert Wuhl","Robert Wuhl","",""
49530,"In Time",False,40000000,"en",18.0,"2011-10-27","In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",173930596.0,109.0,"Justin Timberlake","Amanda Seyfried","Cillian Murphy","Olivia Wilde","Alex Pettyfer","Andrew Niccol","Andrew Niccol","",""
55792,"Simon",False,0,"en",11.0,"1980-02-01","A group of scientist take Simon, a psychology professor, as a test person for a brainwash experiment. After that they try to convince him that he was a living-being from another planet",0.0,97.0,"Alan Arkin","Madeline Kahn","William Finley","Wallace Shawn","Max Wright","Marshall Brickman","Marshall Brickman","",""
15875,"Donovan's Reef",False,2686000,"en",3.0,"1963-06-12","'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise.",6600000.0,109.0,"John Wayne","Elizabeth Allen","Lee Marvin","Cesar Romero","Mike Mazurki","John Ford","Frank S. Nugent","James Edward Grant",""
35395,"Bunny and the Bull",False,0,"en",7.0,"2009-11-27","A young shut-in takes an imaginary road trip inside his apartment, based on mementos and memories of a European trek from years before.",81010.0,101.0,"Edward Hogg","Simon Farnaby","Verónica Echegui","Julian Barratt","Noel Fielding","Paul King","","",""
17097,"After Sex",False,825000,"en",13.0,"2007-09-26","Sex is a background to examine intimacy and vulnerability. Looks at the complexity of modern day relationships told through eight separate couples. Through dialogue and compromising situations, the film takes us from the beginning of a relationship to the aftermath of one, and examines every stage in between seeing humor within the drama, heartache and confusion of it all.",0.0,78.0,"Mila Kunis","Dave Franco","Jose Pablo Cantillo","Jane Seymour","Emmanuelle Chriqui","Eric Amadio","","",""
13253,"Futurama: Bender's Game",False,0,"en",10.0,"2008-11-03","When Leela is insulted by a group of space-rednecks (like regular rednecks, but in space) she enters the Planet Express ship in a demolition derby.  She emerges victorious, but when she brings the damaged ship home and the Professor sees the fuel gauge, he's enraged by the hit he's going to take at the Dark Matter pump.  Now the crew have to find a way to break Mom's stranglehold on starship fuel, even if they have to wade through a Lord of the Rings-inspired fantasy-land to do it!",0.0,88.0,"Billy West","Katey Sagal","John DiMaggio","Phil LaMarr","Lauren Tom","Dwayne Carey-Hill","","",""
10529,"Outlander",False,50000000,"en",26.0,"2008-04-24","During the reign of the Vikings, a man from another world crash-lands on Earth, bringing with him an alien predator. The man must fuse his advanced technology with the weaponry of the vikings to fight the monster.",7033683.0,115.0,"Jim Caviezel","Sophia Myles","Jack Huston","Ron Perlman","John Hurt","Howard McCain","","",""
20337,"Martin Lawrence Live: Runteldat",False,3000000,"en",0.0,"2002-08-01","The controversial bad-boy of comedy delivers a piercing look at his life, lifting the metaphorical smokescreen that he feels has clouded the public view, commenting on everything from the dangers of smoking to the trials of relationships, and unleashing a nonstop litany of raucous anecdotes, stinging social commentary and very personal reflections about life.",19184015.0,113.0,"Martin Lawrence","","","","","Martin Lawrence","","",""
74849,"The Star Wars Holiday Special",False,0,"en",7.0,"1978-12-01","Luke Skywalker and Han Solo battle evil Imperial forces to help Chewbacca reach his imperiled family on the Wookiee planet - in time for Life Day, their most important day of the year!",0.0,97.0,"Harrison Ford","Mark Hamill","Anthony Daniels","Carrie Fisher","Peter Mayhew","Steve Binder","","",""
61411,"Che!",False,0,"en",0.0,"1969-06-27","Biography of Argentinian revolutionary Ernesto ""Che"" Guevara, who helped Fidel Castro in his struggle against the corrupt Batista regime, eventually resulting in the overthrow of that government and Castro's taking over of Cuba. The film covers Guevara's life from when he first landed in Cuba in 1956 to his death in an ambush by government troops in the mountains of Bolivia in 1967.",0.0,96.0,"Omar Sharif","Jack Palance","Woody Strode","Cesare Danova","Rodolfo Acosta","Richard Fleischer","","",""
5506,"The Ladykillers",False,0,"en",22.0,"1955-12-08","A gang of five diverse oddball criminal types rent a two room apartment in an isolated house on a London cul-de-sac from an octogenarian widow with three pet parrots. The group's mastermind, Professor Marcus, tells her a cover story that they are members of an amateur string quintet and would like to use the rooms to hone their musical skills. In reality, they're plotting to rob a bank and plan to use Mrs. Wilberforce's naiveté and her Victorian sensibilities to their advantage.",0.0,91.0,"Alec Guinness","Cecil Parker","Herbert Lom","Peter Sellers","Danny Green","Alexander Mackendrick","William Rose","Jimmy O'Connor",""
